sample_index,oracle_target_label,task_candidate,clip_candidate,transferred_clip_to_task_mass,baseline_output_first_order,candidate_output_first_order,baseline_feature_first_order,candidate_feature_first_order,candidate_minus_baseline_feature_first_order,oracle_usage
10740,2,10,9,0.10091658233512935,0.0019810254299448744,0.0016683818685923409,0.0019445369108281058,0.0015985073586213781,-0.0003460295522067277,diagnostic_only_after_pair_neutralization_signal_lock
10813,2,3,7,0.20769232496934897,0.001842261515143961,0.0014348948725878465,0.0014652138412077041,0.0011526229419351395,-0.0003125908992725646,diagnostic_only_after_pair_neutralization_signal_lock
10870,2,3,2,0.39280387534498096,0.010421273614937802,0.005613338276140179,0.010009491398384768,0.00540752127541742,-0.0046019701229673485,diagnostic_only_after_pair_neutralization_signal_lock
10996,2,3,7,0.17807481751308227,0.008662969659808685,0.007838563075032529,0.0087186628973409,0.007952076318551757,-0.000766586578789143,diagnostic_only_after_pair_neutralization_signal_lock
11070,2,6,10,0.1397229817355451,0.009372730370661421,0.00850337354091413,0.009170537171314176,0.008250471083751466,-0.0009200660875627095,diagnostic_only_after_pair_neutralization_signal_lock
11094,2,2,10,0.035663036705971984,0.001546385705550978,0.0017425526973455104,0.0015579995924358187,0.0017619118818397457,0.00020391228940392692,diagnostic_only_after_pair_neutralization_signal_lock
11171,2,2,7,0.040236456623748224,0.00016610422620324616,0.0002750961096703909,0.00020827695276789303,0.00031788728165639004,0.000109610328888497,diagnostic_only_after_pair_neutralization_signal_lock
11670,2,3,10,0.33587705793042366,0.008160999310068038,0.006287744072266262,0.007992522574071143,0.006276984371968499,-0.0017155382021026445,diagnostic_only_after_pair_neutralization_signal_lock
11763,2,3,2,0.4983427714507171,0.012465374968603742,0.006238669410629243,0.011896538898137231,0.005953808228746356,-0.005942730669390875,diagnostic_only_after_pair_neutralization_signal_lock
11840,3,3,7,0.19578547233064963,-6.405838948247886e-06,1.056680934588101e-06,-7.875173397172261e-06,-4.3251566729947757e-07,7.442657729872784e-06,diagnostic_only_after_pair_neutralization_signal_lock
11858,3,3,7,0.21819228243430638,0.001109263551336758,0.002210178897077448,0.0009246382700192076,0.0020592826941849317,0.001134644424165724,diagnostic_only_after_pair_neutralization_signal_lock
11886,3,6,11,0.10130957604983598,0.0031508817333043087,0.0029534917039487586,0.0033602160055103956,0.0031404287346456774,-0.00021978727086471818,diagnostic_only_after_pair_neutralization_signal_lock
11892,3,3,7,0.21649442904597574,0.0015598933255150619,0.002355593712200849,0.0010986018133365863,0.001877237777539631,0.0007786359642030446,diagnostic_only_after_pair_neutralization_signal_lock
11896,3,3,7,0.037537656280315856,-0.0004287395951772827,-0.0003816233357914439,-0.0004391779220289817,-0.00039265068758853047,4.652723444045125e-05,diagnostic_only_after_pair_neutralization_signal_lock
11899,3,3,7,0.38030653348999094,0.0005111677703309193,0.0011947630082078827,0.00042520254100626167,0.0011093735432872597,0.000684171002280998,diagnostic_only_after_pair_neutralization_signal_lock
11912,3,6,7,0.29863445962501417,-0.00022982204665214848,-0.0009149140738159056,-0.00035404380801243784,-0.000918272957634276,-0.0005642291496218381,diagnostic_only_after_pair_neutralization_signal_lock
11931,3,6,7,0.32467290148540345,0.006106102713145505,0.0040777094080958745,0.005380536489171904,0.003666585963592584,-0.0017139505255793202,diagnostic_only_after_pair_neutralization_signal_lock
11945,3,3,7,0.4372158059388817,-0.0001625626556918578,-7.626582406377767e-05,-0.00016040630841720368,-7.488910515276187e-05,8.55172032644418e-05,diagnostic_only_after_pair_neutralization_signal_lock
11982,3,3,7,0.33455249169593904,-0.0003566388920916622,-0.0002146074854755784,-0.00035759268503912325,-0.00021334815712777984,0.0001442445279113434,diagnostic_only_after_pair_neutralization_signal_lock
12000,3,3,7,0.10597224073228245,-0.00011258670269326817,-8.851355295108902e-05,-0.00011282631445756985,-8.801477533722685e-05,2.4811539120343003e-05,diagnostic_only_after_pair_neutralization_signal_lock
12012,3,2,3,0.1491137930406766,0.004839192453883921,0.003380897830819093,0.004703865685109504,0.003320194912838673,-0.0013836707722708307,diagnostic_only_after_pair_neutralization_signal_lock
12019,3,3,7,0.15706827109301064,-7.906953903189692e-05,-5.82188053171462e-05,-7.560174506795373e-05,-5.420013524067859e-05,2.1401609827275138e-05,diagnostic_only_after_pair_neutralization_signal_lock
12027,3,3,7,0.2523367976003199,0.00582590791540907,0.005888302303627486,0.004654172730790046,0.00471680950155395,6.263677076390368e-05,diagnostic_only_after_pair_neutralization_signal_lock
12040,3,4,7,0.24705983048763308,0.003978403609937489,0.0032644993366917484,0.00282666567911886,0.0024663617727556817,-0.00036030390636317827,diagnostic_only_after_pair_neutralization_signal_lock
12098,3,3,7,0.4139248771038134,0.0003951140244619395,0.0004963778972955802,0.0002644788570944189,0.0003679643865659482,0.00010348552947152934,diagnostic_only_after_pair_neutralization_signal_lock
12108,3,3,7,0.03900589883773131,0.002944717220955509,0.0029540194343941604,0.0025449361731934572,0.002554485158953084,9.548985759626986e-06,diagnostic_only_after_pair_neutralization_signal_lock
12250,3,3,7,0.027872442323148228,-0.0001619424716181473,-0.00015326705696730415,-0.00015987675292136508,-0.00015100524139443676,8.871511526928322e-06,diagnostic_only_after_pair_neutralization_signal_lock
12284,3,3,2,0.06448850343286716,-1.1034430338981634e-05,-9.965253116127123e-06,-9.7971130602908e-06,-8.855979079985869e-06,9.411339803049304e-07,diagnostic_only_after_pair_neutralization_signal_lock
12311,3,3,4,0.08294584617329853,0.0020966136604106513,0.002299823925867482,0.00208336321018424,0.0022808353938982215,0.00019747218371398128,diagnostic_only_after_pair_neutralization_signal_lock
12396,3,11,3,0.07025412357249627,0.006995891302725846,0.006267613414154136,0.006371096646435986,0.005712184427912024,-0.0006589122185239622,diagnostic_only_after_pair_neutralization_signal_lock
12468,3,6,7,0.11993805201665964,-0.00040906632853786545,-0.0007929442135574704,-0.0005667870987919258,-0.0008877981056772714,-0.00032101100688534554,diagnostic_only_after_pair_neutralization_signal_lock
12485,3,3,7,0.24093204492101417,0.00010420336451476542,0.0001207170433409669,9.799143545424847e-05,0.00011436289724351389,1.637146178926542e-05,diagnostic_only_after_pair_neutralization_signal_lock
12500,3,3,7,0.23235624559704712,0.0002429011158660952,0.0006744197237332139,0.0001357020090172247,0.0005747972493168408,0.00043909524029961606,diagnostic_only_after_pair_neutralization_signal_lock
12563,3,3,2,0.10271365958902001,-0.00018177928537862716,-3.279254534088147e-05,-8.761664445251946e-05,4.5827105292535053e-05,0.00013344374974505452,diagnostic_only_after_pair_neutralization_signal_lock
12597,3,3,7,0.2355494911114493,0.0010230916846279948,0.0016561118511689407,0.0009907287622183904,0.0016364105895866686,0.0006456818273682782,diagnostic_only_after_pair_neutralization_signal_lock
12615,3,3,4,0.06994505458111394,-0.0005351419285471502,-0.0003718464722328162,-0.000454877615519532,-0.00030864827766534565,0.00014622933785418636,diagnostic_only_after_pair_neutralization_signal_lock
12665,3,3,11,0.013630826381484773,0.002513254869105693,0.002553010121201607,0.002496848561795221,0.002530459409765836,3.3610847970615056e-05,diagnostic_only_after_pair_neutralization_signal_lock
12678,3,3,7,0.30401607421369425,-0.0012084792163619936,-0.0004759379523408188,-0.001273359414685244,-0.0005108476952840162,0.0007625117194012278,diagnostic_only_after_pair_neutralization_signal_lock
12712,3,2,11,0.24205448973107133,0.005804149234192245,0.005129030847478063,0.0057004274971753175,0.004969058035400519,-0.0007313694617747989,diagnostic_only_after_pair_neutralization_signal_lock
12714,3,11,3,0.054348015935809124,0.008177669875629855,0.007535106427221783,0.007428410454978871,0.006846101118617422,-0.0005823093363614496,diagnostic_only_after_pair_neutralization_signal_lock
12730,3,3,7,0.11738233445399776,-0.00048008681527408756,-0.0003950231804822711,-0.0004666314100281939,-0.0003788341363821064,8.779727364608753e-05,diagnostic_only_after_pair_neutralization_signal_lock
12747,3,3,7,0.42731801189501234,0.0004723970406127451,0.0020111729179961933,3.2150317750050374e-05,0.0015965875902493071,0.0015644372724992568,diagnostic_only_after_pair_neutralization_signal_lock
12767,3,3,7,0.11195133128376605,0.0009699005459529366,0.0011927480563366727,0.0007559948979970276,0.0009814295523981249,0.00022543465440109727,diagnostic_only_after_pair_neutralization_signal_lock
12772,3,3,7,0.33150704422804633,0.00019969233286857218,0.0009018738201531214,-0.00011794110377514869,0.0006018432248099798,0.0007197843285851285,diagnostic_only_after_pair_neutralization_signal_lock
12814,3,3,7,0.2183218468556707,0.00025414488212072064,0.0008815595364099365,-0.00022596648563265694,0.00041980618702696054,0.0006457726726596174,diagnostic_only_after_pair_neutralization_signal_lock
12823,3,3,4,0.09955555036506374,-2.019269599791296e-05,-1.759005838910092e-05,-1.924402096926458e-05,-1.677995392884381e-05,2.46406704042077e-06,diagnostic_only_after_pair_neutralization_signal_lock
12832,3,2,7,0.10622681802463313,0.003245451650214755,0.0030097088262201355,0.0027776852767104334,0.002600115313127196,-0.00017756996358323732,diagnostic_only_after_pair_neutralization_signal_lock
12862,3,3,7,0.21609325735402435,-0.00032788188644272497,-0.00023487233429488432,-0.0003246457643051818,-0.00023194798550823847,9.269777879694331e-05,diagnostic_only_after_pair_neutralization_signal_lock
13047,3,3,7,0.44614575880095153,-0.00010120993481541724,-5.197619920623004e-05,-0.00010325727355953108,-5.2919092638338894e-05,5.033818092119219e-05,diagnostic_only_after_pair_neutralization_signal_lock
13071,3,3,6,0.13271870820778808,0.00013183252683828065,0.0004949644435381517,1.936208384944466e-05,0.00036767528180581797,0.0003483131979563733,diagnostic_only_after_pair_neutralization_signal_lock
13077,3,6,7,0.12698039112998327,0.008132524166027177,0.007421233550185393,0.006797055589374766,0.006198991135555372,-0.0005980644538193941,diagnostic_only_after_pair_neutralization_signal_lock
13087,3,6,3,0.05198552003322002,0.0044166383596092535,0.0039491070313189365,0.004151045915752536,0.0037146420173036453,-0.00043640389844889094,diagnostic_only_after_pair_neutralization_signal_lock
13118,3,3,7,0.29817467589379804,0.0027210823519591507,0.003100182195183241,0.0025471296012719016,0.002937365063790646,0.0003902354625187443,diagnostic_only_after_pair_neutralization_signal_lock
13207,3,3,6,0.01985525650652009,0.0003437739322909325,0.0004419448153644646,0.00023825139118300836,0.0003307365629937477,9.248517181073933e-05,diagnostic_only_after_pair_neutralization_signal_lock
13270,3,3,7,0.22625635589693094,0.0008928773349402375,0.0018465276236737426,0.00045692951136383004,0.0014276016091100529,0.0009706720977462229,diagnostic_only_after_pair_neutralization_signal_lock
13321,3,0,7,0.18635839725343356,0.005474788583017777,0.004416401500368766,0.004359056146383579,0.0035766003476800498,-0.0007824557987035291,diagnostic_only_after_pair_neutralization_signal_lock
13327,3,3,2,0.2952645761760828,-0.0007455285962599944,0.0003567611176298369,-0.0006757047887217843,0.00035009035007526907,0.0010257951387970534,diagnostic_only_after_pair_neutralization_signal_lock
13374,3,2,7,0.2919758805626828,0.005078199362736062,0.003919468112397428,0.0048614067819906705,0.003780931909429891,-0.0010804748725607794,diagnostic_only_after_pair_neutralization_signal_lock
13417,3,6,7,0.2633429600829551,0.005213147396234163,0.003958178353777238,0.00464694614568407,0.003606846541980165,-0.0010400996037039046,diagnostic_only_after_pair_neutralization_signal_lock
13427,3,3,7,0.3681565379447474,0.0022646201922226768,0.0033881280065005924,0.001937576255862067,0.0030311558783252734,0.0010935796224632063,diagnostic_only_after_pair_neutralization_signal_lock
13432,3,3,7,0.2525540148391951,-0.00016240674464242523,-4.3047442240208175e-05,-0.00018061518892301847,-5.841973907998521e-05,0.00012219544984303326,diagnostic_only_after_pair_neutralization_signal_lock
13451,3,3,7,0.44578703434198724,-0.0003945538886011127,0.0013786409778666871,-0.0007617087452990838,0.0010483688534935203,0.001810077598792604,diagnostic_only_after_pair_neutralization_signal_lock
13457,3,3,7,0.051078622450854205,0.001345507362105972,0.0014435157645515933,0.0011202338133693493,0.0012219484077453553,0.00010171459437600602,diagnostic_only_after_pair_neutralization_signal_lock
13524,3,3,2,0.04418472450497629,-3.6500342087970655e-05,0.00010681937046272974,6.93004733901397e-05,0.00019741877180020392,0.00012811829841006422,diagnostic_only_after_pair_neutralization_signal_lock
13526,3,2,7,0.017051828291021837,0.003264865174622613,0.003179147294769013,0.003142945456040838,0.003061686507569295,-8.125894847154334e-05,diagnostic_only_after_pair_neutralization_signal_lock
13560,3,3,6,0.2711424066951837,-0.000318703583608276,-0.00019260306818876145,-0.0003023046216079178,-0.00018424357320947072,0.00011806104839844707,diagnostic_only_after_pair_neutralization_signal_lock
13615,3,3,7,0.39086988262873334,0.0013251842836979417,0.0022364820703380407,0.001108175169945357,0.002041547948484262,0.000933372778538905,diagnostic_only_after_pair_neutralization_signal_lock
13636,3,6,7,0.2862964333096228,0.0005735124155376156,-0.000370485007372837,0.0003369806212363598,-0.0004550378061163136,-0.0007920184273526735,diagnostic_only_after_pair_neutralization_signal_lock
13704,3,3,7,0.0355432019395259,-0.0006227974845334269,-0.000581344633178692,-0.0005987222307512846,-0.0005564117702480237,4.23104605032609e-05,diagnostic_only_after_pair_neutralization_signal_lock
13805,3,3,7,0.1591188326439862,8.60325525322322e-06,9.579890372087488e-06,8.042932155484127e-06,9.050335828725483e-06,1.007403673241356e-06,diagnostic_only_after_pair_neutralization_signal_lock
13890,3,3,7,0.2644564205136981,-0.0007274941937665141,0.00021392345602031692,-0.0008993542492565898,0.00010719362239000104,0.0010065478716465908,diagnostic_only_after_pair_neutralization_signal_lock
13954,3,3,7,0.19351935895563666,0.00570428833010514,0.005760115158050354,0.005357516471064486,0.005414165597639708,5.664912657522229e-05,diagnostic_only_after_pair_neutralization_signal_lock
14011,3,6,7,0.3302282648249498,0.0005697833670209863,-0.00013699030959914892,0.00026808822223981996,-0.0002797527478064036,-0.0005478409700462235,diagnostic_only_after_pair_neutralization_signal_lock
14029,3,3,7,0.1104256223978024,0.0011245626136292173,0.0011306372584325665,0.0009729383826734656,0.000979209570563917,6.271187890451429e-06,diagnostic_only_after_pair_neutralization_signal_lock
14054,3,3,7,0.1864226291749703,-0.0005454188060210669,-5.006274112439853e-05,-0.0007318613360384764,-0.00022765614642279643,0.00050420518961568,diagnostic_only_after_pair_neutralization_signal_lock
14075,3,3,7,0.40001972879620057,0.0031647716521732445,0.0032037398237050197,0.0029862007152886365,0.0030263024693342353,4.0101754045598816e-05,diagnostic_only_after_pair_neutralization_signal_lock
14090,3,3,7,0.03585078871873976,0.00016853348064519612,0.00018250610566985568,0.0001298448545995519,0.00014410896748864665,1.4264112889094744e-05,diagnostic_only_after_pair_neutralization_signal_lock
14187,3,3,11,0.0032646494144346616,0.0024834115116746346,0.0024835480817090804,0.0023430886730247498,0.002343210582318743,1.2190929399302775e-07,diagnostic_only_after_pair_neutralization_signal_lock
14219,3,3,7,0.2686641454863986,-0.0004349034679203995,0.0005820915479520019,-0.0004991640771137745,0.0004922069872990973,0.0009913710644128717,diagnostic_only_after_pair_neutralization_signal_lock
14283,3,3,7,0.14808037411093802,0.002943471063740286,0.0029828119927320525,0.0023593900690156103,0.0023994102395004067,4.0020170484796405e-05,diagnostic_only_after_pair_neutralization_signal_lock
14319,3,3,7,0.23430457505476973,-0.0004971635289208973,-4.0903605819872524e-05,-0.0005414337985238879,-7.871981699065254e-05,0.00046271398153323534,diagnostic_only_after_pair_neutralization_signal_lock
14565,3,3,7,0.20252937461244375,0.00019589997282719882,0.001032785166894686,0.0001045117212902138,0.0009384981797147583,0.0008339864584245445,diagnostic_only_after_pair_neutralization_signal_lock
14582,3,3,7,0.09979042236945515,-2.914244654890761e-07,-2.598543450579515e-07,-2.711352412892556e-07,-2.395099780209159e-07,3.162526326833966e-08,diagnostic_only_after_pair_neutralization_signal_lock
14637,3,3,7,0.24135492662805594,-0.0006741318798815348,-0.00028083031827802745,-0.0006614618730156974,-0.000267561686253371,0.0003939001867623264,diagnostic_only_after_pair_neutralization_signal_lock
14639,3,6,7,0.32760664501717507,0.00339427278294226,0.0025186347632396642,0.002915561523482173,0.0022223832531036375,-0.0006931782703785356,diagnostic_only_after_pair_neutralization_signal_lock
14683,3,3,7,0.315732567932178,0.0003413226675178483,0.0009820829102638328,0.00027867689106028735,0.0009360879251850504,0.000657411034124763,diagnostic_only_after_pair_neutralization_signal_lock
14792,3,3,7,0.19199565728335913,-3.5644892544321796e-05,-2.7259233564969822e-05,-3.5171269562509175e-05,-2.6576153727229132e-05,8.595115835280043e-06,diagnostic_only_after_pair_neutralization_signal_lock
14813,3,10,3,0.12687855855736418,0.005629057162507935,0.004217731321363135,0.005902754226492685,0.004469024714865618,-0.001433729511627067,diagnostic_only_after_pair_neutralization_signal_lock
14828,3,3,7,0.1283332958968271,0.0012959317743430872,0.001692506821626904,0.0008207049379173952,0.0012306707785099472,0.00040996584059255193,diagnostic_only_after_pair_neutralization_signal_lock
14877,3,3,7,0.2607829335540759,-0.0005207062760898133,-5.826102520274156e-05,-0.0006059633082427047,-0.00013233070338624357,0.0004736326048564612,diagnostic_only_after_pair_neutralization_signal_lock
14923,3,3,10,0.06256131685953936,0.0011251626496060242,0.0011294235845026215,0.0009839101491745533,0.000988055085251715,4.144936077161727e-06,diagnostic_only_after_pair_neutralization_signal_lock
15013,3,3,7,0.0704455910036283,-9.404899182792161e-05,-8.09669989343588e-05,-9.503030420238034e-05,-8.155133960681307e-05,1.3478964595567275e-05,diagnostic_only_after_pair_neutralization_signal_lock
15057,3,3,7,0.434349703997623,-0.00038020064438488277,0.0007222455275512731,-0.0005898671078413253,0.0005370412922418443,0.0011269084000831695,diagnostic_only_after_pair_neutralization_signal_lock
15183,3,3,7,0.0036912053248096544,0.003401691438987851,0.003405384896570677,0.0031196944484725587,0.0031234717652084223,3.7773167358636124e-06,diagnostic_only_after_pair_neutralization_signal_lock
15234,3,3,4,0.2667236824375363,-0.00013438372387260543,0.00015060357483198626,-0.00010881691277699942,0.00015290480046205264,0.00026172171323905204,diagnostic_only_after_pair_neutralization_signal_lock
15265,3,3,6,0.34278165424282653,0.002764165065963005,0.002967702548849888,0.002702985855559911,0.002899346704417241,0.00019636084885732994,diagnostic_only_after_pair_neutralization_signal_lock
15412,3,6,3,0.4700829409646719,0.010168151169677954,0.005196545039042675,0.009439541242411933,0.00478963203373483,-0.004649909208677103,diagnostic_only_after_pair_neutralization_signal_lock
15425,3,6,7,0.2322572790818818,0.006990050507589981,0.0057063271946384735,0.006354047644563653,0.005274963283823895,-0.0010790843607397585,diagnostic_only_after_pair_neutralization_signal_lock
15439,3,6,7,0.053387570003178064,0.0009423894991824314,0.0008105738221128782,0.0006913575481139812,0.0005927273170024527,-9.86302311115284e-05,diagnostic_only_after_pair_neutralization_signal_lock
15638,3,11,0,0.29577633593166675,0.00458511407767346,0.0035167678920278297,0.004566513786677388,0.0034875615075207495,-0.0010789522791566381,diagnostic_only_after_pair_neutralization_signal_lock
15651,3,3,7,0.06153635699639709,0.00144014032689774,0.0015947889023728077,0.0010032520155645497,0.0011599129002366772,0.00015666088467212753,diagnostic_only_after_pair_neutralization_signal_lock
15687,3,3,0,0.13738131864843478,-6.418654953137368e-05,-5.0763052238915255e-05,-6.257298529748344e-05,-4.960178193688315e-05,1.2971203360600286e-05,diagnostic_only_after_pair_neutralization_signal_lock
15718,3,3,7,0.09197567215929428,-0.000252039912827379,-0.00020112468082631515,-0.0002510529356255223,-0.0001989035204838766,5.21494151416457e-05,diagnostic_only_after_pair_neutralization_signal_lock
15739,3,3,7,0.3186909425867855,0.0021494960612255037,0.003624923001296411,0.0019172734676003431,0.0032664829071714172,0.001349209439571074,diagnostic_only_after_pair_neutralization_signal_lock
15760,3,3,11,0.29766348269748644,0.012156330176384476,0.013198478852158513,0.01101598652163556,0.011935069354308575,0.0009190828326730155,diagnostic_only_after_pair_neutralization_signal_lock
15798,3,2,3,0.3049525589310206,0.006171585548686506,0.003623550992222566,0.005991679494838199,0.0035733377576678002,-0.0024183417371703986,diagnostic_only_after_pair_neutralization_signal_lock
15802,3,3,7,0.04789698569219969,0.0017988220045390406,0.0020075906266117482,0.001386513605235604,0.0016042847089275459,0.00021777110369194182,diagnostic_only_after_pair_neutralization_signal_lock
15870,3,6,7,0.16720847256180524,0.004094302417921311,0.003491655682527464,0.003690346309679209,0.0031893025991553644,-0.0005010437105238447,diagnostic_only_after_pair_neutralization_signal_lock
15926,3,6,7,0.20779256853267572,0.0031752617354421147,0.0022713019794532905,0.002807446324173419,0.002051870271824094,-0.000755576052349325,diagnostic_only_after_pair_neutralization_signal_lock
